asset_id,cycle,operational_setting_1,operational_setting_2,operational_setting_3,s2,s3,s4,s7,s8,s9,s11,s12,s14,s15,s17,s20,s21
AC-051,131,0.0045,-0.0001,100.0,642.48,1587.54,1401.08,554.51,2388.02,9083.96,47.33,522.31,8164.72,8.4122,393,38.88,23.2615
AC-051,132,-0.0039,-0.0005,100.0,642.2,1591.16,1407.46,554.21,2387.98,9086.94,47.28,521.46,8167.48,8.4224,393,38.98,23.4509
AC-051,133,0.0005,0.0004,100.0,642.34,1586.2,1398.22,554.25,2388.04,9087.78,47.24,521.98,8158.91,8.4071,393,39.13,23.3745
AC-051,134,-0.0019,-0.0001,100.0,642.66,1587.71,1399.25,554.62,2388.04,9088.63,47.41,522.49,8164.23,8.4242,392,38.76,23.4354
AC-051,135,-0.0013,-0.0002,100.0,642.54,1589.22,1408.65,553.58,2388.03,9089.09,47.36,522.15,8169.89,8.3823,391,39.02,23.3625
AC-051,136,0.0008,-0.0001,100.0,642.29,1592.78,1399.26,553.76,2388.01,9085.18,47.25,521.95,8169.48,8.3843,392,39.15,23.3036
AC-051,137,0.0008,0.0001,100.0,641.97,1583.39,1406.34,554.64,2388.0,9092.7,47.36,522.71,8166.63,8.436,392,39.09,23.3903
AC-051,138,-0.0001,0.0001,100.0,642.5,1590.9,1399.65,554.22,2388.03,9092.68,47.29,522.08,8170.34,8.4106,392,38.94,23.4015
AC-051,139,0.002,0.0,100.0,642.39,1587.85,1402.3,554.66,2388.07,9090.0,47.47,521.77,8165.03,8.415,391,38.82,23.3566
AC-051,140,0.0027,0.0,100.0,642.15,1591.47,1409.15,554.02,2388.02,9088.39,47.43,521.71,8162.18,8.4128,393,39.07,23.3123
AC-051,141,-0.003,0.0003,100.0,642.34,1585.16,1402.53,553.96,2387.98,9087.19,47.32,522.36,8163.71,8.4043,392,39.06,23.3019
AC-051,142,0.0008,0.0001,100.0,642.5,1580.16,1406.16,553.78,2387.99,9087.81,47.35,521.97,8164.66,8.4142,392,38.81,23.2894
AC-051,143,0.0025,0.0004,100.0,642.21,1585.8,1394.37,554.3,2387.99,9095.35,47.36,521.65,8172.29,8.4349,393,38.99,23.4394
AC-051,144,-0.0009,0.0005,100.0,642.23,1590.29,1402.01,553.58,2387.99,9093.95,47.48,522.02,8174.05,8.4146,392,38.87,23.3218
AC-051,145,-0.0036,-0.0005,100.0,642.02,1588.04,1400.15,553.3,2388.02,9093.42,47.4,522.06,8169.08,8.414,395,38.95,23.3074
AC-051,146,0.0012,-0.0002,100.0,642.38,1586.36,1406.56,553.14,2387.99,9085.86,47.32,521.78,8168.7,8.4609,391,38.83,23.3914
AC-051,147,0.0,-0.0005,100.0,642.4,1595.14,1398.12,553.57,2388.05,9090.54,47.31,521.76,8173.33,8.4014,393,38.73,23.3819
AC-051,148,0.0034,-0.0001,100.0,642.52,1587.43,1405.89,554.03,2388.07,9091.21,47.32,521.52,8168.1,8.4439,393,38.9,23.3775
AC-051,149,-0.0029,-0.0001,100.0,642.67,1589.04,1395.03,553.72,2388.02,9093.68,47.33,521.54,8169.96,8.4363,392,38.88,23.3705
AC-051,150,0.0032,-0.0002,100.0,642.28,1590.71,1405.13,553.6,2388.02,9096.87,47.28,522.18,8178.99,8.4452,393,38.95,23.2774
AC-051,151,-0.0001,0.0002,100.0,641.95,1590.87,1400.54,554.11,2388.03,9089.54,47.41,521.81,8179.51,8.452,392,39.09,23.2743
AC-051,152,0.0008,-0.0004,100.0,642.92,1588.44,1401.51,553.73,2388.0,9100.27,47.51,522.04,8176.26,8.4183,392,38.84,23.3618
AC-051,153,-0.0043,0.0001,100.0,642.53,1588.27,1406.95,553.98,2388.03,9096.87,47.32,522.42,8175.9,8.4056,392,38.94,23.4385
AC-051,154,-0.0024,0.0004,100.0,643.0,1591.31,1408.13,553.43,2388.07,9096.5,47.49,521.97,8182.84,8.4023,392,38.93,23.2865
AC-051,155,-0.0003,0.0001,100.0,642.56,1591.63,1408.54,553.13,2388.02,9098.37,47.46,521.75,8179.42,8.4317,394,38.84,23.4153
AC-051,156,0.0034,-0.0001,100.0,642.15,1590.95,1402.43,554.07,2388.06,9104.01,47.42,522.11,8180.08,8.4617,393,38.85,23.238
AC-051,157,-0.0008,0.0003,100.0,642.18,1590.38,1406.88,553.44,2388.01,9109.01,47.54,522.09,8185.27,8.4442,392,38.96,23.3376
AC-051,158,-0.0011,0.0003,100.0,642.53,1587.2,1410.05,554.56,2388.02,9099.8,47.48,521.64,8182.26,8.4394,395,38.77,23.2203
AC-051,159,0.0004,0.0004,100.0,642.35,1599.09,1406.3,553.48,2388.05,9105.0,47.39,522.01,8186.2,8.4451,394,38.91,23.3701
AC-051,160,-0.0017,-0.0004,100.0,642.57,1593.9,1402.03,554.02,2388.0,9105.99,47.45,521.91,8182.63,8.4396,393,38.83,23.3569
AC-051,161,0.001,0.0001,100.0,642.67,1585.22,1406.39,553.98,2387.99,9108.36,47.36,522.31,8185.06,8.4457,393,38.84,23.3503
AC-051,162,0.0008,0.0003,100.0,642.71,1591.91,1402.23,553.88,2388.04,9104.91,47.38,521.62,8184.57,8.4783,393,38.82,23.2362
AC-051,163,0.0026,-0.0003,100.0,642.58,1598.53,1403.95,553.87,2388.02,9107.92,47.57,522.41,8187.08,8.4227,392,38.98,23.3113
AC-051,164,-0.0013,0.0001,100.0,642.7,1594.44,1400.76,553.8,2388.05,9106.22,47.39,521.7,8186.77,8.4365,392,38.7,23.345
AC-051,165,-0.0002,-0.0,100.0,642.75,1589.77,1402.01,553.94,2388.01,9117.76,47.5,521.69,8186.91,8.4114,393,38.89,23.2796
AC-051,166,-0.0026,-0.0003,100.0,642.24,1592.89,1402.76,553.47,2388.08,9117.35,47.44,521.82,8186.66,8.4129,395,38.82,23.4058
AC-051,167,-0.0028,-0.0002,100.0,642.89,1592.23,1405.19,553.67,2387.99,9114.24,47.42,521.66,8186.47,8.4571,394,38.94,23.3449
AC-051,168,-0.0008,-0.0001,100.0,642.7,1589.03,1406.07,553.74,2387.98,9113.9,47.38,522.21,8188.65,8.4168,393,38.93,23.332
AC-051,169,-0.0011,-0.0002,100.0,642.78,1595.33,1402.31,553.28,2388.06,9114.75,47.22,521.93,8194.04,8.4197,394,38.91,23.3807
AC-051,170,0.0012,0.0004,100.0,642.75,1590.84,1406.16,552.73,2388.04,9125.18,47.54,521.47,8196.06,8.4649,395,38.92,23.3872
AC-051,171,-0.001,0.0005,100.0,642.55,1591.88,1408.94,553.5,2388.04,9117.67,47.56,521.46,8192.49,8.4605,394,38.64,23.201
AC-051,172,0.0042,-0.0003,100.0,642.51,1593.21,1409.49,553.35,2387.99,9117.81,47.49,521.47,8195.51,8.4463,393,38.88,23.2373
AC-051,173,-0.0016,-0.0,100.0,642.59,1596.35,1413.19,554.27,2388.05,9130.01,47.67,521.43,8192.4,8.4252,393,38.83,23.2935
AC-051,174,0.0041,0.0001,100.0,642.72,1595.45,1407.46,553.82,2388.03,9125.02,47.63,521.74,8203.31,8.4283,393,39.0,23.3297
AC-051,175,0.001,-0.0003,100.0,642.24,1587.01,1402.65,553.18,2388.04,9126.91,47.47,521.57,8200.78,8.4367,394,38.69,23.2622
AC-051,176,-0.0005,-0.0005,100.0,642.48,1590.33,1416.04,553.31,2388.0,9129.1,47.48,521.84,8195.48,8.4313,395,38.81,23.2523
AC-051,177,0.0013,0.0005,100.0,642.15,1594.84,1406.61,552.97,2388.03,9125.29,47.55,521.79,8200.41,8.4775,396,38.78,23.2656
AC-051,178,-0.0043,0.0002,100.0,642.44,1592.11,1408.93,553.62,2388.06,9130.21,47.44,521.57,8200.25,8.4579,395,38.79,23.4036
AC-051,179,0.0009,-0.0004,100.0,643.16,1596.79,1406.73,553.49,2388.03,9132.19,47.42,521.81,8196.51,8.4461,395,38.82,23.2498
AC-051,180,-0.0033,0.0003,100.0,642.74,1592.03,1407.11,553.41,2388.06,9127.77,47.61,521.78,8204.46,8.4811,393,38.76,23.2609
AC-051,181,0.0005,-0.0002,100.0,643.33,1584.48,1411.82,553.23,2388.05,9128.9,47.49,521.34,8201.1,8.4755,392,38.72,23.2981
AC-051,182,-0.0004,-0.0002,100.0,642.86,1594.21,1407.05,553.68,2388.05,9129.03,47.51,521.3,8207.87,8.4659,394,38.66,23.2846
AC-051,183,0.0016,0.0001,100.0,642.99,1592.53,1415.32,553.68,2388.07,9134.24,47.47,521.57,8211.99,8.4927,393,38.84,23.2264
AC-051,184,-0.0044,-0.0003,100.0,642.32,1597.43,1411.04,553.02,2388.04,9141.55,47.67,521.17,8212.66,8.4653,394,38.91,23.2087
AC-051,185,-0.0037,-0.0001,100.0,643.13,1594.44,1411.4,552.84,2388.06,9142.86,47.5,521.24,8216.43,8.4496,395,38.76,23.2431
AC-051,186,-0.0003,0.0001,100.0,643.21,1589.96,1416.87,552.71,2388.04,9132.56,47.59,521.62,8217.13,8.4684,396,38.79,23.3117
AC-051,187,0.001,0.0001,100.0,642.62,1591.46,1409.26,553.45,2388.03,9143.57,47.43,520.64,8211.34,8.4535,395,38.65,23.2538
AC-051,188,0.0004,0.0003,100.0,642.98,1596.83,1414.92,553.01,2388.06,9153.59,47.5,521.42,8211.55,8.4598,394,38.77,23.1368
AC-051,189,0.0017,-0.0003,100.0,642.87,1595.66,1416.32,553.72,2388.07,9153.17,47.79,520.99,8221.71,8.4627,393,38.8,23.274
AC-051,190,0.001,-0.0003,100.0,643.1,1600.81,1415.55,552.52,2388.02,9154.05,47.7,521.33,8226.4,8.4591,394,38.69,23.3197
AC-051,191,-0.0012,0.0,100.0,642.74,1584.78,1424.99,553.27,2388.07,9152.17,47.79,521.46,8220.61,8.4678,394,38.65,23.2786
AC-051,192,0.0023,0.0002,100.0,643.45,1594.21,1410.0,554.06,2388.04,9158.53,47.77,521.17,8227.41,8.444,395,38.54,23.2994
AC-051,193,0.002,0.0005,100.0,643.08,1591.05,1417.7,553.06,2388.06,9166.96,47.64,521.58,8224.08,8.4818,395,38.64,23.1821
AC-051,194,0.0002,-0.0001,100.0,643.4,1593.76,1412.87,552.71,2388.15,9165.02,47.87,521.1,8229.31,8.4651,394,38.65,23.1941
AC-051,195,0.0012,-0.0001,100.0,643.16,1596.05,1413.79,552.81,2388.08,9164.67,47.83,520.43,8237.0,8.4809,395,38.66,23.1147
AC-051,196,-0.0019,-0.0002,100.0,643.09,1596.96,1416.27,553.99,2388.08,9167.14,47.62,521.11,8233.55,8.4522,396,38.85,23.212
AC-051,197,0.0037,0.0001,100.0,642.83,1597.94,1418.42,552.71,2388.12,9179.12,47.66,521.17,8236.36,8.4965,395,38.96,23.1683
AC-051,198,0.0009,0.0,100.0,643.51,1591.09,1418.2,553.4,2388.07,9175.36,47.78,521.21,8239.24,8.4886,395,38.53,23.1286
AC-051,199,0.0039,-0.0004,100.0,643.19,1592.24,1417.94,553.05,2388.06,9174.31,47.66,521.0,8238.54,8.4873,395,38.65,23.2985
AC-051,200,0.0004,-0.0003,100.0,642.65,1594.92,1414.82,552.75,2388.03,9175.16,47.73,520.86,8242.47,8.4732,395,38.69,23.1436
AC-051,201,0.0009,0.0002,100.0,643.27,1605.04,1419.07,552.89,2388.09,9185.64,47.83,521.23,8245.46,8.4866,395,38.45,23.2067
AC-051,202,-0.0009,-0.0,100.0,643.22,1605.12,1412.48,552.56,2388.08,9185.22,47.94,520.93,8248.19,8.4987,394,38.82,23.1381
AC-051,203,-0.0038,-0.0001,100.0,643.08,1590.92,1426.12,552.41,2388.15,9188.26,47.69,520.94,8253.41,8.499,396,38.62,23.0319
AC-051,204,0.0011,0.0004,100.0,643.21,1604.24,1423.73,552.53,2388.07,9201.99,47.79,521.25,8253.27,8.4982,396,38.67,23.1033
AC-051,205,0.0023,-0.0,100.0,643.31,1592.63,1423.81,552.69,2388.07,9193.09,47.94,520.58,8256.4,8.4914,393,38.57,23.1452
AC-051,206,0.003,0.0004,100.0,643.44,1601.34,1416.05,552.53,2388.08,9204.96,48.07,520.38,8261.07,8.4775,397,38.69,23.1276
AC-051,207,0.0017,-0.0004,100.0,643.27,1602.47,1415.91,552.45,2388.07,9211.23,47.99,520.47,8268.39,8.5021,396,38.56,23.2241
AC-051,208,-0.0015,0.0004,100.0,643.69,1606.39,1422.9,552.72,2388.14,9210.36,47.94,520.42,8267.54,8.4834,397,38.46,23.2072
AC-051,209,0.0031,-0.0003,100.0,643.81,1604.36,1428.61,552.49,2388.12,9214.76,47.95,520.78,8269.27,8.5187,396,38.66,23.1217
AC-051,210,0.0008,0.0005,100.0,643.19,1605.01,1430.44,551.49,2388.11,9213.46,47.94,520.38,8274.65,8.5195,395,38.57,23.0721
AC-051,211,0.0008,-0.0005,100.0,643.68,1609.75,1419.91,552.63,2388.32,9219.81,48.27,520.24,8279.86,8.5275,398,38.43,23.0668
AC-051,212,0.0015,0.0005,100.0,643.37,1602.44,1432.71,552.73,2388.46,9226.6,48.09,520.36,8288.26,8.5117,398,38.72,23.0834
AC-051,213,0.0014,0.0004,100.0,644.11,1606.6,1428.55,551.6,2388.56,9244.59,47.89,520.2,8293.72,8.5306,397,38.39,23.0958
AC-059,1,0.0,0.0002,100.0,642.23,1583.85,1394.9,554.96,2388.01,9054.46,47.12,522.76,8138.74,8.4077,390,38.95,23.3631
AC-059,2,-0.0006,0.0003,100.0,641.68,1583.38,1391.57,554.44,2388.0,9048.32,47.05,522.92,8143.46,8.4237,391,39.07,23.5368
AC-059,3,0.0006,0.0003,100.0,642.12,1593.37,1396.53,554.45,2388.01,9048.23,47.09,522.29,8142.43,8.3694,391,39.08,23.3646
AC-059,4,-0.0016,-0.0002,100.0,641.91,1582.06,1397.24,554.75,2388.01,9057.77,47.14,522.65,8144.85,8.3991,391,38.94,23.4428
AC-059,5,-0.0028,-0.0003,100.0,642.45,1587.57,1397.78,553.96,2388.02,9058.48,47.15,522.12,8139.1,8.3991,390,39.18,23.503
AC-059,6,0.004,-0.0003,100.0,642.06,1581.03,1394.81,554.4,2387.99,9051.75,47.23,522.22,8135.43,8.4062,391,39.12,23.4303
AC-059,7,0.0012,-0.0003,100.0,642.27,1584.95,1396.13,555.24,2387.96,9054.09,47.07,522.2,8135.67,8.3909,391,39.03,23.4483
AC-059,8,0.0029,0.0004,100.0,642.02,1583.08,1398.88,555.13,2388.01,9068.66,47.11,522.43,8139.45,8.4222,389,39.05,23.4404
AC-059,9,-0.0003,0.0002,100.0,642.36,1576.47,1397.44,554.87,2388.01,9053.1,46.95,522.74,8139.97,8.3953,391,39.12,23.4364
AC-059,10,-0.0019,-0.0004,100.0,642.46,1580.88,1395.39,555.07,2387.98,9050.94,47.23,522.5,8141.35,8.4098,391,39.04,23.4173
AC-059,11,0.0005,-0.0001,100.0,642.21,1583.2,1404.76,554.57,2388.0,9049.98,47.14,522.15,8135.85,8.3806,392,39.03,23.4487
AC-059,12,0.0011,-0.0001,100.0,642.63,1581.27,1395.08,554.47,2388.01,9054.86,47.04,522.45,8139.12,8.3833,392,38.98,23.4486
AC-059,13,0.0043,-0.0002,100.0,641.96,1586.06,1397.83,554.75,2387.99,9058.86,46.99,522.15,8140.48,8.3712,392,38.92,23.5137
AC-059,14,-0.0006,-0.0005,100.0,642.07,1581.3,1392.85,554.03,2388.03,9061.5,47.03,522.26,8134.36,8.3657,390,39.11,23.5179
AC-059,15,-0.0045,-0.0003,100.0,642.06,1583.71,1395.08,554.7,2387.93,9059.47,47.12,523.06,8136.23,8.4163,392,39.08,23.4219
AC-059,16,0.0014,-0.0002,100.0,641.94,1581.83,1403.74,554.99,2388.03,9053.85,47.16,522.08,8141.52,8.4463,392,39.08,23.4022
AC-059,17,0.003,0.0004,100.0,641.61,1586.13,1397.73,554.8,2388.04,9063.44,47.25,522.39,8143.47,8.4167,391,38.96,23.4058
AC-059,18,0.0007,0.0003,100.0,642.66,1582.76,1401.69,554.44,2387.98,9055.75,47.09,522.85,8137.83,8.4325,391,39.1,23.4539
AC-059,19,0.0021,-0.0005,100.0,641.97,1586.95,1390.1,554.54,2388.0,9057.81,47.17,522.35,8142.07,8.3961,390,39.08,23.3528
AC-059,20,-0.0019,0.0005,100.0,642.3,1584.6,1396.49,554.45,2387.98,9052.58,47.06,522.53,8139.59,8.4255,391,39.25,23.5442
AC-059,21,-0.0002,0.0003,100.0,642.3,1581.47,1399.84,554.76,2387.95,9058.96,47.15,522.35,8137.05,8.3814,390,39.18,23.4255
AC-059,22,-0.0023,-0.0003,100.0,642.31,1591.06,1398.76,554.75,2387.99,9058.43,47.09,522.96,8137.92,8.4299,391,39.15,23.5255
AC-059,23,-0.0009,0.0002,100.0,642.2,1585.82,1397.61,554.91,2388.01,9058.4,47.03,522.9,8141.08,8.3634,392,39.2,23.3611
AC-059,24,-0.0015,0.0001,100.0,642.41,1581.11,1398.28,555.24,2388.01,9055.94,47.46,522.53,8138.81,8.4076,390,39.15,23.4705
AC-059,25,-0.0031,0.0002,100.0,642.22,1579.22,1402.15,555.16,2388.01,9051.53,47.19,522.27,8139.97,8.3888,391,39.09,23.3908
AC-059,26,0.0012,-0.0004,100.0,642.14,1592.32,1392.7,554.58,2388.03,9061.38,47.13,522.3,8140.34,8.3785,392,39.07,23.5365
AC-059,27,0.0021,-0.0005,100.0,642.08,1587.53,1396.91,553.97,2388.03,9051.92,47.14,522.89,8133.63,8.3792,390,38.98,23.3086
AC-059,28,0.002,0.0001,100.0,642.07,1580.79,1393.16,555.01,2387.97,9051.83,47.3,522.45,8139.29,8.4047,392,39.27,23.3488
AC-059,29,-0.003,-0.0004,100.0,642.86,1584.38,1399.44,554.69,2388.01,9060.54,47.1,521.93,8140.16,8.4304,392,39.15,23.2982
AC-059,30,-0.0029,0.0004,100.0,642.12,1576.66,1399.97,554.42,2387.97,9052.83,47.06,522.7,8138.1,8.3812,392,38.97,23.3897
AC-059,31,0.0015,-0.0003,100.0,642.0,1589.11,1395.91,554.56,2388.01,9058.0,47.09,522.53,8143.7,8.381,391,38.91,23.4557
AC-059,32,0.0039,0.0003,100.0,641.73,1581.49,1396.72,554.81,2388.04,9051.29,47.13,522.38,8132.43,8.3773,391,39.04,23.5383
AC-059,33,-0.0002,0.0,100.0,642.33,1585.08,1395.03,554.78,2388.02,9057.88,47.24,522.46,8134.83,8.3886,391,39.09,23.382
AC-059,34,0.0014,0.0005,100.0,642.08,1583.01,1392.14,554.48,2388.02,9061.14,47.1,522.31,8134.0,8.4044,391,39.1,23.4074
AC-059,35,-0.0042,0.0004,100.0,641.95,1579.09,1397.35,554.32,2387.97,9060.9,47.02,522.67,8143.61,8.3856,391,39.13,23.3904
AC-059,36,0.0019,0.0003,100.0,641.95,1589.87,1396.41,555.29,2387.96,9064.12,47.02,522.26,8138.28,8.4135,390,38.97,23.4566
AC-059,37,0.0006,-0.0001,100.0,642.42,1577.67,1398.99,554.49,2387.98,9056.82,47.17,522.01,8134.09,8.3613,392,38.95,23.3906
AC-059,38,-0.0028,0.0005,100.0,642.31,1582.94,1391.74,555.02,2388.05,9051.53,47.26,522.9,8136.93,8.3705,392,39.04,23.4085
AC-059,39,0.0034,0.0004,100.0,642.14,1587.79,1397.2,553.67,2388.01,9060.96,47.2,522.43,8139.41,8.395,391,39.13,23.3136
AC-059,40,0.0025,-0.0001,100.0,641.67,1580.34,1398.95,554.49,2388.08,9057.36,47.16,522.59,8138.98,8.3846,391,39.25,23.3541
AC-059,41,0.0008,-0.0004,100.0,642.37,1576.02,1400.48,554.75,2388.01,9052.35,47.05,522.48,8137.78,8.4202,391,39.25,23.5002
AC-059,42,0.0035,0.0002,100.0,642.06,1588.54,1394.96,554.65,2387.99,9053.16,47.38,522.34,8139.02,8.3533,391,39.01,23.3713
AC-059,43,0.0012,-0.0004,100.0,642.21,1576.53,1399.68,554.06,2388.01,9049.78,47.26,522.43,8144.32,8.373,392,38.93,23.5115
AC-059,44,-0.0005,0.0005,100.0,641.72,1590.2,1400.09,553.94,2388.03,9055.95,47.17,522.35,8142.0,8.4216,392,38.94,23.3515
AC-059,45,0.0024,0.0004,100.0,642.56,1578.99,1403.09,555.6,2387.96,9060.77,47.02,523.21,8135.25,8.4064,391,38.99,23.405
AC-059,46,0.0018,0.0,100.0,642.18,1580.76,1394.89,554.17,2388.04,9052.97,47.21,522.78,8135.86,8.4075,392,39.09,23.4232
AC-059,47,0.0016,0.0003,100.0,642.24,1582.66,1405.06,553.64,2388.0,9057.58,47.1,522.82,8137.94,8.3928,392,39.0,23.4924
AC-059,48,-0.0001,0.0005,100.0,641.5,1588.83,1394.15,553.94,2388.01,9055.14,47.27,522.16,8135.83,8.4216,393,39.11,23.4603
AC-059,49,-0.0017,0.0004,100.0,642.28,1583.82,1397.94,554.61,2387.99,9058.71,47.2,522.17,8142.06,8.3839,391,39.12,23.3419
AC-059,50,0.0032,-0.0,100.0,642.3,1588.59,1393.23,554.87,2388.0,9055.62,47.2,522.44,8141.81,8.4101,392,39.1,23.5059
AC-059,51,-0.0,-0.0004,100.0,641.72,1586.51,1403.8,554.6,2388.01,9058.5,47.11,522.39,8140.26,8.4025,392,39.07,23.5007
AC-059,52,-0.0001,0.0004,100.0,642.11,1578.19,1403.12,555.22,2388.04,9058.89,47.15,522.48,8138.77,8.4008,391,39.16,23.4569
AC-059,53,-0.0008,0.0004,100.0,642.21,1581.66,1396.66,554.36,2387.99,9056.56,47.21,522.14,8143.23,8.3953,391,38.97,23.3741
AC-059,54,-0.0022,-0.0003,100.0,641.88,1582.06,1396.12,554.52,2388.04,9054.54,47.03,522.62,8143.92,8.4257,392,39.16,23.3291
AC-059,55,0.0045,0.0001,100.0,642.1,1582.29,1396.88,553.64,2388.0,9054.54,47.08,522.38,8137.37,8.4241,390,39.12,23.4798
AC-059,56,0.0028,0.0002,100.0,641.82,1582.02,1390.76,554.23,2387.99,9048.69,47.23,522.32,8137.7,8.3613,392,39.05,23.436
AC-059,57,-0.0004,0.0005,100.0,642.16,1577.69,1398.25,555.09,2388.0,9061.92,47.23,522.48,8136.56,8.3963,392,39.11,23.4128
AC-059,58,0.0009,-0.0002,100.0,642.25,1584.98,1403.11,555.15,2388.02,9053.93,47.25,522.61,8142.66,8.3839,393,39.02,23.5089
AC-059,59,-0.0008,-0.0004,100.0,641.74,1581.71,1395.81,554.5,2387.97,9058.97,47.06,522.82,8142.15,8.3883,393,39.09,23.5788
AC-059,60,0.0011,-0.0003,100.0,642.53,1576.88,1394.22,554.77,2387.97,9054.1,47.11,522.42,8135.0,8.3693,391,39.12,23.4605
AC-059,61,-0.0015,0.0005,100.0,642.15,1582.39,1401.4,553.97,2387.99,9045.61,47.16,522.15,8140.4,8.3743,392,39.06,23.3362
AC-059,62,0.0037,-0.0002,100.0,641.91,1581.23,1394.37,554.42,2388.02,9059.2,47.22,522.47,8139.56,8.3859,392,39.1,23.3653
AC-059,63,0.0026,0.0001,100.0,642.1,1580.94,1400.24,555.04,2387.96,9055.16,47.08,521.99,8137.39,8.3803,391,38.86,23.5182
AC-059,64,0.0005,0.0002,100.0,642.38,1586.79,1401.39,555.72,2388.04,9057.28,47.0,521.99,8140.18,8.4031,390,39.05,23.4975
AC-059,65,0.0026,0.0005,100.0,641.61,1585.98,1398.05,554.57,2388.02,9053.58,47.29,522.16,8141.63,8.3886,392,39.11,23.346
AC-059,66,-0.0001,-0.0005,100.0,642.01,1584.5,1402.64,554.79,2388.06,9054.42,47.11,522.35,8137.54,8.3982,392,39.09,23.4249
AC-059,67,0.0011,-0.0,100.0,641.7,1583.79,1393.19,554.03,2388.06,9059.25,47.23,522.16,8135.64,8.3752,391,39.05,23.4128
AC-059,68,0.0033,0.0001,100.0,642.17,1588.73,1402.06,554.66,2388.01,9051.79,47.15,522.4,8138.24,8.4037,390,39.04,23.369
AC-059,69,-0.0008,-0.0002,100.0,642.09,1578.97,1401.98,554.26,2388.08,9056.86,47.47,522.11,8140.01,8.3892,390,38.91,23.3614
AC-059,70,-0.001,0.0005,100.0,642.09,1580.28,1400.71,553.66,2388.01,9054.67,47.07,522.73,8138.23,8.3928,391,38.73,23.4732
AC-059,71,0.0012,-0.0004,100.0,642.57,1580.08,1395.4,554.14,2388.03,9055.19,47.11,522.13,8140.6,8.3818,390,38.98,23.4276
AC-059,72,0.0013,-0.0004,100.0,642.16,1582.33,1395.67,555.04,2388.01,9060.79,47.24,522.26,8132.05,8.4383,393,38.95,23.4486
AC-059,73,0.0008,-0.0001,100.0,642.27,1583.8,1393.46,554.56,2388.03,9053.29,47.32,521.67,8140.39,8.4184,392,39.09,23.407
AC-059,74,-0.0031,0.0001,100.0,641.79,1587.15,1397.83,554.98,2388.0,9048.75,47.14,522.34,8141.35,8.3826,391,38.98,23.389
AC-059,75,0.0001,0.0001,100.0,642.12,1588.22,1396.13,554.38,2388.06,9061.48,47.22,522.21,8139.22,8.4326,390,38.94,23.4274
AC-059,76,-0.004,0.0003,100.0,642.33,1581.5,1396.22,554.28,2388.02,9056.93,47.28,522.19,8139.33,8.3942,392,39.02,23.4053
AC-059,77,-0.0011,0.0002,100.0,643.13,1592.05,1402.18,554.5,2388.05,9053.78,47.29,521.56,8139.26,8.4399,392,39.05,23.4276
AC-059,78,-0.0025,-0.0005,100.0,642.15,1591.32,1400.52,553.86,2388.03,9052.12,47.14,521.94,8133.84,8.4258,392,39.14,23.3966
AC-059,79,-0.0009,-0.0003,100.0,642.35,1585.13,1406.59,553.73,2388.02,9066.28,47.19,522.28,8139.15,8.3441,389,39.19,23.4185
AC-059,80,-0.0016,0.0001,100.0,641.94,1589.03,1393.59,554.57,2388.06,9055.74,47.44,522.48,8138.49,8.3854,392,38.94,23.3962
AC-059,81,0.0006,-0.0,100.0,642.4,1587.41,1397.92,553.76,2388.01,9057.15,47.24,522.5,8136.81,8.3637,392,39.13,23.3202
AC-059,82,0.0033,-0.0,100.0,642.65,1585.02,1393.85,554.24,2388.04,9060.18,47.31,522.24,8141.68,8.3939,392,38.98,23.4273
AC-059,83,0.0026,0.0002,100.0,642.43,1583.33,1397.74,554.23,2387.97,9056.27,47.29,522.54,8139.35,8.3727,393,39.09,23.418
AC-059,84,0.0013,0.0001,100.0,642.28,1587.74,1398.63,554.54,2388.02,9059.56,47.29,522.42,8135.48,8.4095,392,39.13,23.3553
AC-059,85,-0.0001,-0.0001,100.0,641.92,1583.53,1395.25,554.32,2387.96,9057.2,47.17,521.84,8137.2,8.3817,393,38.99,23.3983
AC-059,86,-0.0009,0.0003,100.0,641.95,1589.08,1394.79,554.12,2387.99,9056.48,47.33,522.25,8138.67,8.428,391,39.11,23.4579
AC-059,87,-0.0005,-0.0001,100.0,641.93,1584.3,1402.08,554.6,2388.01,9054.01,47.31,521.77,8140.65,8.3677,391,39.06,23.3425
AC-059,88,0.0024,0.0004,100.0,642.15,1582.89,1393.39,553.87,2388.05,9055.67,47.28,522.25,8145.0,8.4089,393,39.0,23.3807
AC-059,89,-0.0009,-0.0,100.0,642.4,1586.9,1404.24,554.7,2388.0,9060.04,47.25,521.93,8139.02,8.4223,391,38.83,23.37
AC-059,90,-0.001,0.0003,100.0,642.49,1586.55,1400.05,554.13,2388.05,9057.55,47.06,522.09,8138.67,8.376,392,38.88,23.3533
AC-059,91,0.0011,-0.0003,100.0,642.42,1584.92,1391.79,553.66,2388.03,9060.71,47.43,522.1,8137.81,8.4097,391,38.89,23.3571
AC-059,92,-0.001,0.0002,100.0,642.03,1579.32,1402.74,554.51,2388.05,9052.27,47.15,522.03,8136.18,8.4194,390,38.89,23.4079
AC-059,93,-0.0003,0.0003,100.0,642.0,1581.74,1394.85,553.66,2388.04,9058.45,47.04,522.23,8140.7,8.3955,391,38.98,23.3652
AC-059,94,-0.0004,-0.0001,100.0,642.06,1587.69,1407.8,554.28,2388.03,9060.3,47.23,522.1,8139.1,8.4026,391,38.98,23.345
